station_code,exit_number,latitude,longitude,osm_type,osm_id
312,3,35.2120943,129.0135714,node,4008720659
312,4,35.2122374,129.0134804,node,4008720660
312,5,35.2117479,129.0122756,node,4008720656
312,6,35.2119308,129.0122229,node,4008720655
313,1,35.2097044,129.0052606,node,1772335776
313,2,35.2098689,129.0055637,node,1772335922
313,3,35.2098731,129.0049765,node,1772335980
313,4,35.2100682,129.0057005,node,1772335940
313,5,35.2101967,129.0049254,node,1772335810
314,1,35.2069729,128.9969558,node,4656536095
314,3,35.2062929,128.9963178,node,4656536096
315,1,35.2111882,128.9826886,node,8272579693
315,2,35.2113425,128.9816543,node,8272579694
315,3,35.2110936,128.9819730,node,8272579695
315,5,35.2111926,128.9810556,node,8272579696
316,1,35.2122741,128.9702451,node,8272595318
316,2,35.2126294,128.9692779,node,8272595319
316,3,35.2123058,128.9694872,node,8272595320
317,1,35.2132062,128.9610666,node,8272589818
317,1,35.2128777,128.9608074,node,8272589820
317,2,35.2134427,128.9611822,node,8272589819
317,2,35.2132271,128.9608504,node,8272589821
401,10,35.2073575,129.0698757,node,8272709283
401,11,35.2083985,129.0689423,node,8272709287
401,12,35.2078577,129.0703918,node,8272709284
401,13,35.2085204,129.0695281,node,8272709286
401,14,35.2083047,129.0702040,node,8272709285
401,7,35.2064477,129.0685496,node,8272709280
401,8,35.2067571,129.0694654,node,8272709281
401,9,35.2075947,129.0690174,node,8272709282
402,5,35.2049925,129.0767783,node,8265671447
402,6,35.2048627,129.0767011,node,8265671448
402,7,35.2048257,129.0777455,node,8265671449
402,8,35.2044420,129.0776064,node,8265671450
403,1,35.2020959,129.0833025,node,8273165610
403,2,35.2018241,129.0834045,node,8273165612
403,3,35.2022228,129.0835162,node,8273165611
403,4,35.2014117,129.0838501,node,8273165613
403,5,35.2021213,129.0839153,node,8273170517
403,6,35.2012935,129.0841467,node,8273165614
403,7,35.2017804,129.0842324,node,8273165615
403,8,35.2015232,129.0843350,node,8273165616
404,1,35.2004080,129.0904429,node,8273152941
404,1,35.1974376,129.0913028,node,8276853232
404,2,35.2002403,129.0903221,node,8273152942
404,2,35.1969973,129.0911983,node,8276853233
404,3,35.2002180,129.0910330,node,8273152943
404,3,35.1973775,129.0906208,node,8276853234
404,4,35.2000370,129.0909587,node,8273152944
405,1,35.1994038,129.0972833,node,8273131472
405,2,35.1993714,129.0974998,node,8273131473
405,3,35.2000253,129.0976261,node,8273131474
405,4,35.1999434,129.0978940,node,8273131475
406,1,35.2049628,129.1014394,node,8273026467
406,2,35.2048778,129.1016733,node,8273026468
406,3,35.2054498,129.1017436,node,8273026469
406,4,35.2053556,129.1019989,node,8273026470
407,1,35.2129431,129.1072562,node,8273031134
407,2,35.2128344,129.1074102,node,8273031135
407,3,35.2133625,129.1076575,node,8273031136
407,4,35.2132630,129.1078168,node,8273031137
408,1,35.2158091,129.1148715,node,8273008178
408,2,35.2156160,129.1150835,node,8273008179
408,3,35.2160582,129.1155761,node,8273008180
408,4,35.2158076,129.1156763,node,8273008181
409,1,35.2178809,129.1235500,node,8273002253
409,2,35.2177691,129.1244666,node,8273002254
410,1,35.2181387,129.1372569,node,8272975380
410,2,35.2180189,129.1370604,node,8272975381
411,1,35.2255175,129.1459663,node,8272934671
411,2,35.2255520,129.1463579,node,8272934672
411,3,35.2258462,129.1460358,node,8272934673
412,1,35.2325431,129.1537045,node,8272941622
412,2,35.2323176,129.1538872,node,8272941621
412,3,35.2327356,129.1540261,node,8272941619
412,4,35.2325333,129.1542605,node,8272941620
413,1,35.2359563,129.1599263,node,8272929765
413,2,35.2357816,129.1599135,node,8272929766
413,3,35.2360456,129.1604431,node,8272929767
413,4,35.2358778,129.1604788,node,8272929764
414,1,35.2375927,129.1717859,node,8272897749
414,2,35.2372869,129.1719898,node,8272897751
414,3,35.2377910,129.1722243,node,8272897750
414,4,35.2374793,129.1724174,node,8272897752
95,1,35.0484656,128.9653723,node,8268584797
95,2,35.0481753,128.9652794,node,8268584798
95,3,35.0483609,128.9657776,node,8268584799
95,4,35.0479182,128.9661275,node,8268584800
96,1,35.0570341,128.9709735,node,8268546492
96,2,35.0568786,128.9711447,node,8268546493
96,3,35.0582310,128.9713784,node,8268546494
96,4,35.0580934,128.9716663,node,8268546495
97,1,35.0642995,128.9793709,node,8268498429
97,2,35.0643430,128.9797365,node,8268498430
97,3,35.0657910,128.9796091,node,8268498432
97,4,35.0645566,128.9799262,node,8268498431
97,6,35.0656805,128.9800870,node,8268498433
98,1,35.0745941,128.9766250,node,8268492345
98,2,35.0743545,128.9769049,node,8268492346
98,3,35.0754116,128.9767773,node,8268492347
98,4,35.0753818,128.9770594,node,8268492348
99,1,35.0809925,128.9772971,node,8268494349
99,2,35.0811747,128.9776663,node,8268494350
99,3,35.0821519,128.9770291,node,8268494351
99,4,35.0819197,128.9776542,node,8268494352
99,5,35.0825958,128.9772681,node,8268494353
99,6,35.0827442,128.9776246,node,8268494354
