station_code,exit_number,latitude,longitude,osm_type,osm_id
301,3,35.1676943,129.1159053,node,8269398825
301,4,35.1674721,129.1146740,node,8269398830
301,5,35.1675213,129.1159901,node,8269398826
301,6,35.1669607,129.1149091,node,8269398829
301,7,35.1671578,129.1156477,node,8269398827
301,9,35.1669025,129.1152315,node,8269398828
302,1,35.1710384,129.1095625,node,8272889161
302,2,35.1713264,129.1096554,node,8272889162
302,3,35.1713277,129.1086843,node,8272889163
302,4,35.1715221,129.1087829,node,8272889164
302,5,35.1714961,129.1079733,node,8272889165
302,6,35.1716777,129.1080376,node,8272889166
302,7,35.1716496,129.1073357,node,8272889167
302,8,35.1718375,129.1074051,node,8272889168
303,1,35.1732943,129.0963724,node,8272871494
303,2,35.1734455,129.0963690,node,8272871495
303,3,35.1733813,129.0957994,node,8272871496
303,4,35.1735098,129.0958155,node,8272871499
303,5,35.1734972,129.0947452,node,8272871497
303,6,35.1736392,129.0947648,node,8272871498
304,1,35.1762369,129.0858002,node,8272831338
304,2,35.1762548,129.0860689,node,8272831339
304,3,35.1773633,129.0853179,node,8272831341
304,4,35.1773992,129.0855807,node,8272831340
305,14,35.1866608,129.0817672,node,8265805968
305,16,35.1867840,129.0816098,node,8265805967
305,17,35.1861072,129.0808083,node,8265805969
305,3,35.1857953,129.0811402,node,8265805959
305,5,35.1863864,129.0810561,node,8265805961
305,7,35.1866278,129.0813201,node,8265805964
306,1,35.1880044,129.0746761,node,8272804951
306,10,35.1897473,129.0742817,node,8272804957
306,2,35.1884860,129.0749293,node,8272804952
306,3,35.1879826,129.0737221,node,8272804958
306,4,35.1889572,129.0748468,node,8272804953
306,5,35.1880494,129.0730666,node,8272804959
306,6,35.1892302,129.0746078,node,8272804954
306,7,35.1884563,129.0730076,node,8272804960
306,8,35.1890018,129.0741320,node,8272804955
306,9,35.1894954,129.0746768,node,8272804956
307,1,35.1907616,129.0684974,node,8272740492
307,11,35.1913364,129.0672173,node,8272740495
307,2,35.1911800,129.0686633,node,8272740493
307,3,35.1906893,129.0680852,node,8272740491
307,4,35.1917906,129.0676221,node,8272740494
307,5,35.1902906,129.0674894,node,8272740498
307,7,35.1905132,129.0669681,node,8272740497
307,9,35.1910692,129.0667711,node,8272740496
308,1,35.1979868,129.0652308,node,8272727244
308,2,35.1980519,129.0655388,node,8272727245
308,3,35.1992203,129.0648187,node,8272727246
308,4,35.1992928,129.0651390,node,8272727247
309,1,35.2047279,129.0673661,node,8272709274
309,2,35.2046196,129.0676156,node,8272709275
309,3,35.2052360,129.0677124,node,8272709277
309,4,35.2051398,129.0679618,node,8272709276
309,5,35.2058651,129.0681805,node,8272709279
309,6,35.2057827,129.0683908,node,8272709278
310,1,35.2120866,129.0364567,node,8272694845
310,2,35.2131740,129.0368426,node,8272694847
310,3,35.2125491,129.0362916,node,8272694846
310,4,35.2133038,129.0361891,node,8272694848
311,1,35.2130688,129.0248653,node,8272632603
311,2,35.2135293,129.0248590,node,8046188412
311,3,35.2132469,129.0240513,node,8046184994
311,4,35.2134141,129.0233907,node,8046170864
311,5,35.2132343,129.0233376,node,8046185807
312,1,35.2122908,129.0144214,node,4008720657
312,2,35.2124421,129.0143470,node,4008720658
