source_content_type_id,source_lcls3_code,target_place_type,target_subtype_code,target_subtype_name,mapping_status,source_count,sample_titles
28,LS011600,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,2,원주 산악자전거파크 / 난지한강공원 익스트림장
28,LS011700,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,1,제라진어드벤쳐
28,LS011800,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,4,엑스게임리조트(내린천 번지점프) / 가평탑랜드(KTOPLAND) / 청풍랜드
28,LS011900,ACTIVITY,TRAIL_WALKING,트레킹·둘레길,NEEDS_REVIEW,501,기차마을레일바이크 / [퇴계예던길] 1코스 선성현길 / [청풍호자드락길 6코스] 괴곡성벽길
28,LS020100,ACTIVITY,WATER_SPORTS,수상레저,CONFIRMED,47,엠엘피서프 / 구례호수공원 수상레져타운 / 장수논개수상레저
28,LS020200,ACTIVITY,YACHT_BOAT,요트·보트,CONFIRMED,19,오죽헌 전통뱃놀이 체험시설 / 금빛수로보트하우스 / 세빛섬 튜브스터
28,LS020300,ACTIVITY,YACHT_BOAT,요트·보트,CONFIRMED,30,더베이101요트투어 / 소호요트마리나(소호요트경기장) / 신안 1004요트
28,LS020400,ACTIVITY,WATER_SPORTS,수상레저,CONFIRMED,17,다이브랜드 / 바다다이브 / 천학정스쿠버리조트
28,LS020500,ACTIVITY,FISHING,낚시,CONFIRMED,157,초평집 좌대 / 주봉낚시터 / 포항저수지
28,LS020600,ACTIVITY,FISHING,낚시,CONFIRMED,73,경민호 / 등대바다낚시터 / 제주피싱테마파크
28,LS020700,ACTIVITY,WATER_SPORTS,수상레저,CONFIRMED,52,염주실내수영장 / 우산수영장 / 함평엑스포공원 물놀이장
28,LS020800,ACTIVITY,WATER_SPORTS,수상레저,CONFIRMED,29,리우수상레저 / 섬진레져스쿨 / 보성비봉마리나
28,LS021100,ACTIVITY,SPORTS_FACILITY,체육시설,CONFIRMED,4,충주조정체험학교 / 탄금호 국제조정경기장 / 미사경정공원
28,LS021300,ACTIVITY,WATER_SPORTS,수상레저,CONFIRMED,2,남해해양레포츠 / 송도 코마린
28,LS021400,ACTIVITY,YACHT_BOAT,요트·보트,CONFIRMED,56,트윈웨이브 나봄리조트 / 여수모터보트협회 / 엑스포 마린 제트보트
28,LS030100,ACTIVITY,AIR_SPORTS,패러글라이딩·항공레저,CONFIRMED,3,플라이스테이션 / 선유 스카이썬라인 / 스카이다이브코리아
28,LS030200,ACTIVITY,AIR_SPORTS,패러글라이딩·항공레저,CONFIRMED,3,에어로마스터 담양 / 케이원항공교육원 / 공주 경비행기
28,LS030300,ACTIVITY,AIR_SPORTS,패러글라이딩·항공레저,CONFIRMED,25,코리아패러글라이딩 / 단양 패러일번지 / 곡성기차마을 패러글라이딩
28,LS030400,ACTIVITY,AIR_SPORTS,패러글라이딩·항공레저,CONFIRMED,2,부여하늘날기 / 플라잉 수원
28,LS030500,ACTIVITY,AIR_SPORTS,패러글라이딩·항공레저,CONFIRMED,1,한강드론공원
28,LS030600,ACTIVITY,AIR_SPORTS,패러글라이딩·항공레저,CONFIRMED,3,스카이리프트 / 하늘누리 경비행기 / 대구활공랜드
28,LS040100,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,44,삼척 해양레일바이크 / [DMZ 평화의 길] 제3땅굴/도라전망대 코스 / 제천 산악체험장
28,VE070200,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,1,녹두장군 전봉준관
28,VE100100,ACTIVITY,SPORTS_FACILITY,체육시설,CONFIRMED,76,남동25시야구센터 / 광주월드컵경기장 / 광주-기아 챔피언스 필드
28,VE100200,ACTIVITY,SPORTS_FACILITY,체육시설,CONFIRMED,125,제천청소년수련원 / 전남광주통합특별시 청소년수련원 / 인천 올림픽기념국민생활관
28,VE120200,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,2,강원랜드 카지노 / 세븐럭카지노(강남코엑스점)
32,AC010100,ACCOMMODATION,HOTEL,호텔,CONFIRMED,830,신라모노그램 강릉 / 비스타 워커힐 서울 / 투나잇호텔
32,AC020100,ACCOMMODATION,RESORT_CONDO,리조트·콘도,CONFIRMED,74,팜파스리조트 / 더케이지리산 가족호텔 / 보성다비치콘도
32,AC020200,ACCOMMODATION,RESORT_CONDO,리조트·콘도,CONFIRMED,20,로오우 / DMZ 평화의 길 거점센터 / 컨피네스 오션 스위트 호텔
32,AC030100,ACCOMMODATION,PENSION_HOMESTAY,펜션·민박,CONFIRMED,931,제주카사블랑카 / 향교길선우가 / 스테이 오아스
32,AC030200,ACCOMMODATION,HANOK_STAY,한옥 숙소,CONFIRMED,593,학인당 / 정가한옥 / 고선재
32,AC030300,ACCOMMODATION,PENSION_HOMESTAY,펜션·민박,CONFIRMED,35,전주 한옥마을 백년한옥 / 홍천무네미농장 / 낙안큰샘민박
32,AC030400,ACCOMMODATION,GUESTHOUSE_HOSTEL,게스트하우스·호스텔,CONFIRMED,14,머무르다목포 / 이스턴룸 / peace in bnb
32,AC040100,ACCOMMODATION,MOTEL,모텔,CONFIRMED,475,비치콘도모텔 / AI한옥호텔 / 톰지호텔
32,AC060100,ACCOMMODATION,GUESTHOUSE_HOSTEL,게스트하우스·호스텔,CONFIRMED,27,용산 제주유스호스텔 / 해남유스호스텔 / 순천시 유스호스텔
32,AC060200,ACCOMMODATION,GUESTHOUSE_HOSTEL,게스트하우스·호스텔,CONFIRMED,331,여로(산수동 한옥체험시설) / 순천게스트하우스느림 / 아리네 게스트하우스
32,VE050200,ACCOMMODATION,RESORT_CONDO,리조트·콘도,CONFIRMED,76,모나용평 / 리조트 스파밸리 / 소노펠리체 빌리지 비발디파크
32,VE100200,ACCOMMODATION,GUESTHOUSE_HOSTEL,게스트하우스·호스텔,CONFIRMED,2,강릉시 청소년 해양수련원 / 남해청소년수련원
38,SH010100,SHOP,DEPARTMENT_MALL,백화점·쇼핑몰,CONFIRMED,22,갤러리아백화점 광교점 / AK플라자 광명점 / 롯데아울렛 광주수완점
38,SH020100,SHOP,DEPARTMENT_MALL,백화점·쇼핑몰,CONFIRMED,32,울산업스퀘어 / 신안프라자 / 아이파크몰 용산점
38,SH020200,SHOP,OUTLET,아울렛,CONFIRMED,22,애플아울렛 / 롯데아울렛 광주월드컵점 / 롯데아울렛 남악점
38,SH030100,SHOP,LARGE_MART,대형마트,CONFIRMED,3,주문진식자재마트 / 한길DC마트 / 판타지움
38,SH040200,SHOP,DUTY_FREE,면세점,CONFIRMED,1,제주관광공사 중문면세점
38,SH040300,SHOP,CONVENIENCE_STORE,편의점,CONFIRMED,10957,CU 오송연화점 / CU 청주사창타운점 / CU 청주중앙점
38,SH050100,SHOP,LOCAL_CRAFT_SHOP,특산품·공예품점,CONFIRMED,58,충주산방 / 무안요 / GB포유공방
38,SH050200,SHOP,GENERAL_SHOP,기타 쇼핑,NEEDS_REVIEW,203,드림헤어라인의원 / 서울프라자 / 물치항활어회센터
38,SH050300,SHOP,LOCAL_CRAFT_SHOP,특산품·공예품점,CONFIRMED,71,순천만 공예특산품관 / 팰롱팰롱 빛나는 / 남도상회
38,SH060100,SHOP,PERIODIC_MARKET,오일장·정기시장,CONFIRMED,255,"용산장 (5, 10일) / 남양시장 / 오창전통시장"
38,SH060200,SHOP,TRADITIONAL_MARKET,전통시장,CONFIRMED,578,황금시장(대구) / 청구시장 / 수성시장
38,SH070100,SHOP,GENERAL_SHOP,기타 쇼핑,NEEDS_REVIEW,59,그래픽 / 소길별하 / 무신사 스탠다드 성수
39,FD010100,RESTAURANT,KOREAN,한식,CONFIRMED,8234,하누화로 / 락희옥 마포본점 / 양푼이동태탕
39,FD010200,RESTAURANT,KOREAN,한식,CONFIRMED,11,영상강가든펜션 / 나진국밥 / 이은희해물전문점
39,FD020100,RESTAURANT,CHINESE,중식,CONFIRMED,623,천년의정원 / 무진정돌짜장 / 악양루 중화요리
39,FD020200,RESTAURANT,JAPANESE,일식,CONFIRMED,519,꽃가츠 / 스시앤스시 본점 / 미나모토
39,FD020300,RESTAURANT,WESTERN,양식,CONFIRMED,692,스펠바운드 / 타베르나 / 제로투나인
39,FD020400,RESTAURANT,ASIAN,아시아 음식,CONFIRMED,145,리코타코 / 푸나왈라 / 다낭
39,FD020500,RESTAURANT,FUSION_OTHER,퓨전·기타 음식,CONFIRMED,66,저문강에삽을씻고 / 고려인마을 가족카페 / 돌고래피자
39,FD030100,CAFE,BAKERY_DESSERT_CAFE,베이커리·디저트 카페,CONFIRMED,102,천년애 황남점 / 하례감귤점빵협동조합 / 그린베이커리
39,FD030200,RESTAURANT,SNACK_FAST_FOOD,분식·간편식,CONFIRMED,53,이즈피자 / 피자옥 / 보테가
39,FD030300,RESTAURANT,SNACK_FAST_FOOD,분식·간편식,CONFIRMED,9,낭중애사과닭강정 / 행복치킨 정자점 / 부암동 계열사
39,FD030400,RESTAURANT,SNACK_FAST_FOOD,분식·간편식,CONFIRMED,119,교리김밥 본점 / 한양쫄면 / 떡보라 본점
39,FD030500,RESTAURANT,SNACK_FAST_FOOD,분식·간편식,CONFIRMED,3,면사무소앞안흥찐빵 / 만두향 / 용꽈배기
39,FD030600,RESTAURANT,SNACK_FAST_FOOD,분식·간편식,CONFIRMED,8,솔밭만두 / 인더베이글 / 슬도수산(더가득)
39,FD040100,BAR,GENERAL_BAR,일반 바,NEEDS_REVIEW,5,마이시크릿덴 / 여인숙 / 쿤스트라운지
39,FD040200,RESTAURANT,GENERAL_RESTAURANT,기타 음식점,NEEDS_REVIEW,1,더더 수육튀김_송도타임스페이스본점
39,FD040400,BAR,TRADITIONAL_PUB,전통주점,CONFIRMED,2,시골할매 막걸리 / 송도주막
39,FD040500,SHOP,GENERAL_SHOP,기타 쇼핑,NEEDS_REVIEW,2,태양상회 / 세계주류마켓
39,FD050100,CAFE,GENERAL_CAFE,일반 카페,CONFIRMED,3104,부바스 본점 / 메리엘 / 기미사 성수
39,FD050200,CAFE,TRADITIONAL_TEA,전통 찻집,CONFIRMED,44,회수다옥 / 명가혜 / 외할머니솜씨
39,FD050300,CAFE,GENERAL_CAFE,일반 카페,NEEDS_REVIEW,10,갗 / 테니 Tenne / 원앤온리
