source_content_type_id,source_lcls3_code,target_place_type,target_subtype_code,target_subtype_name,mapping_status,source_count,sample_titles
28,LS010300,ACTIVITY,KART_LUGE_RAILBIKE,카트·루지·레일바이크,CONFIRMED,22,군파크루지 / 중문카트체험장 / 윈드1947 카트테마파크
28,LS010400,ACTIVITY,GOLF,골프,CONFIRMED,237,블랙밸리 컨트리클럽 / 소노펠리체CC 비발디파크 EAST / 고령오펠GC
28,LS010500,ACTIVITY,GOLF,골프,CONFIRMED,2,렛츠런파크 서울 / 센테리움CC
28,LS010600,ACTIVITY,SPORTS_FACILITY,체육시설,CONFIRMED,2,창원레포츠파크(창원경륜장) / 광명스피돔
28,LS010700,ACTIVITY,HORSE_RIDING,승마,CONFIRMED,70,장수승마레저파크 / 그랑프리승마파크 / 영광승마장
28,LS010800,ACTIVITY,SKI_SNOW,스키·눈썰매,CONFIRMED,70,드림피플엔터 / 오투리조트 스키장 / 무주덕유산리조트 스키장
28,LS010900,ACTIVITY,SKI_SNOW,스키·눈썰매,CONFIRMED,37,광주실내빙상장 / 부영국제빙상장 / 서울광장 스케이트장
28,LS011000,ACTIVITY,SKI_SNOW,스키·눈썰매,CONFIRMED,25,모악랜드눈썰매장 / 단양 사계절썰매장 / 에코힐즈
28,LS011200,ACTIVITY,SPORTS_FACILITY,체육시설,CONFIRMED,17,전라남도국제사격장 / 골든타켓 슈팅센터 / 목동사격장
28,LS011300,ACTIVITY,SPORTS_FACILITY,체육시설,CONFIRMED,10,디스커버리 클라이밍스퀘어ICN / 클라이밍줌 / 더클라임 클라이밍 홍대B점
28,LS011500,ACTIVITY,GENERAL_ACTIVITY,기타 액티비티,NEEDS_REVIEW,15,보불ATV체험장 / 강산에 레포츠 / 단양팔경 산악오토바이
